Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8
-18,-9,-7,2,-181,-28,-219,-29
-18,-9,-6,2,-180,-28,-219,-29
-19,-8,-5,2,-181,-27,-218,-29
-19,-9,-6,2,-182,-28,-218,-29
-19,-9,-6,2,-180,-28,-218,-28
-18,-9,-6,2,-180,-27,-218,-28
-18,-9,-6,1,-180,-28,-218,-28
-16,-11,-7,1,-180,-28,-218,-28
-17,-10,-6,1,-179,-28,-218,-28
-18,-10,-6,1,-180,-28,-217,-28
-18,-9,-6,1,-180,-28,-218,-29
-18,-9,-6,1,-180,-28,-217,-29
-19,-8,-5,2,-180,-27,-217,-28
-19,-9,-5,1,-180,-27,-217,-29
-18,-9,-6,2,-179,-27,-217,-28
-18,-9,-6,2,-179,-27,-216,-28
-18,-9,-6,1,-179,-27,-217,-28
-16,-10,-7,1,-179,-28,-217,-28
-17,-10,-7,1,-178,-27,-216,-28
-18,-10,-6,1,-178,-27,-216,-28
-18,-9,-7,1,-179,-28,-217,-29
-18,-9,-6,1,-179,-27,-216,-29
-19,-8,-5,2,-178,-26,-215,-28
-19,-8,-6,2,-179,-27,-216,-29
-18,-9,-6,1,-178,-27,-215,-28
-18,-9,-6,2,-178,-27,-215,-28
-18,-9,-6,2,-178,-27,-215,-28
-16,-11,-7,1,-177,-27,-215,-28
-17,-10,-7,1,-177,-27,-215,-28
-18,-9,-6,1,-177,-27,-215,-28
-18,-9,-6,1,-178,-28,-215,-29
-18,-9,-6,1,-177,-27,-215,-29
-19,-8,-5,2,-178,-27,-214,-28
-19,-8,-6,1,-178,-27,-215,-29
-18,-9,-6,1,-177,-27,-214,-28
-18,-9,-6,2,-176,-26,-214,-27
-17,-9,-6,2,-177,-27,-214,-28
-16,-11,-7,1,-176,-28,-214,-28
-17,-10,-6,1,-176,-27,-213,-27
-18,-9,-6,2,-176,-27,-213,-27
-18,-9,-6,1,-176,-27,-214,-28
-18,-9,-6,1,-176,-27,-213,-28
-19,-8,-5,2,-176,-27,-212,-28
-19,-8,-5,1,-177,-27,-213,-29
-18,-9,-6,1,-176,-27,-213,-28
-17,-9,-6,2,-175,-27,-212,-27
-17,-9,-6,1,-176,-26,-212,-27
-16,-10,-7,1,-175,-27,-212,-27
-17,-10,-7,1,-174,-27,-212,-27
-18,-9,-6,2,-175,-27,-212,-28
-17,-9,-6,1,-175,-27,-212,-28
-17,-9,-6,1,-175,-27,-212,-28
-19,-8,-4,2,-174,-26,-211,-27
-18,-8,-5,1,-175,-27,-212,-28
-17,-9,-6,1,-175,-27,-211,-28
-17,-9,-6,2,-174,-26,-211,-27
-17,-9,-6,2,-174,-26,-211,-27
-16,-10,-7,1,-174,-27,-211,-28
-16,-10,-7,1,-174,-27,-211,-27
-17,-9,-6,2,-174,-27,-210,-27
-18,-9,-6,1,-174,-27,-211,-28
-18,-9,-6,1,-174,-27,-211,-28
-19,-8,-5,2,-174,-26,-210,-28
-18,-8,-5,1,-175,-27,-211,-28
-17,-9,-5,1,-173,-26,-210,-28
-17,-9,-5,2,-173,-26,-210,-27
-17,-9,-6,1,-173,-26,-210,-27
-16,-10,-7,1,-173,-27,-210,-28
-16,-10,-6,1,-172,-26,-209,-28
-17,-9,-6,1,-173,-26,-209,-28
-17,-9,-6,0,-174,-27,-210,-28
-17,-9,-6,1,-174,-27,-210,-28
-18,-8,-5,2,-173,-26,-209,-27
-18,-7,-6,1,-174,-26,-209,-28
-18,-8,-6,1,-173,-26,-209,-28
-17,-9,-6,2,-172,-26,-208,-27
-17,-9,-6,1,-172,-26,-208,-27
-16,-10,-7,0,-171,-26,-209,-28
-16,-10,-6,1,-171,-26,-208,-27
-17,-9,-6,1,-172,-26,-208,-27
-17,-9,-6,1,-172,-27,-208,-28
-17,-8,-6,1,-172,-26,-208,-28
-18,-8,-5,2,-172,-26,-207,-27
-18,-8,-5,2,-173,-26,-208,-28
-17,-9,-6,1,-172,-26,-207,-27
-17,-9,-5,2,-171,-26,-207,-27
-17,-9,-6,2,-171,-26,-207,-27
-16,-10,-6,1,-171,-27,-207,-27
-16,-10,-6,1,-170,-26,-206,-27
-17,-9,-5,1,-170,-26,-206,-27
-17,-9,-6,1,-171,-26,-207,-28
-17,-9,-6,1,-171,-27,-207,-28
-18,-8,-5,2,-170,-26,-206,-27
-19,-7,-5,2,-171,-26,-206,-28
-17,-9,-6,1,-171,-26,-206,-28
-17,-9,-6,1,-170,-26,-206,-27
-15,-8,-3,2,-169,-23,-203,-25
-11,-7,0,2,-166,-20,-200,-23
-10,-6,2,3,-164,-17,-198,-21
-9,-4,5,4,-163,-14,-196,-19
-7,-5,7,4,-162,-12,-193,-17
-3,-6,12,5,-159,-8,-190,-14
-1,-6,16,7,-156,-4,-187,-12
0,-5,18,7,-156,-2,-185,-10
3,-6,20,6,-154,0,-182,-8
4,-7,21,7,-152,1,-180,-6
4,-4,23,8,-152,2,-180,-6
6,-5,23,7,-152,2,-179,-6
8,-6,24,7,-150,4,-178,-4
7,-5,25,8,-150,5,-177,-3
7,-5,25,8,-150,4,-177,-4
7,-6,25,7,-150,4,-177,-4
6,-5,26,8,-149,5,-177,-4
6,-6,25,8,-150,4,-177,-4
7,-9,23,7,-150,3,-178,-5
7,-11,23,7,-149,3,-178,-4
8,-11,23,7,-149,3,-177,-4
8,-11,21,6,-150,1,-178,-5
6,-9,20,7,-150,1,-179,-5
4,-8,21,7,-150,1,-179,-6
4,-8,20,6,-152,0,-180,-8
4,-8,19,6,-152,0,-181,-8
1,-8,18,6,-152,-2,-181,-9
1,-8,17,6,-154,-3,-183,-10
1,-10,15,5,-154,-4,-183,-11
0,-11,12,5,-154,-6,-185,-12
-1,-11,11,4,-155,-7,-186,-13
-2,-10,9,4,-156,-9,-187,-14
-3,-11,7,3,-157,-12,-189,-15
-5,-10,6,3,-158,-13,-191,-17
-7,-9,5,3,-160,-15,-192,-18
-9,-8,4,3,-161,-16,-193,-19
-11,-8,3,3,-161,-17,-194,-20
-14,-7,0,2,-164,-20,-197,-23
-14,-7,-2,2,-165,-22,-198,-24
-15,-7,-4,2,-165,-23,-199,-25
-17,-9,-6,2,-166,-25,-200,-26
-16,-9,-7,1,-166,-26,-201,-27
-15,-10,-7,1,-165,-26,-201,-26
-17,-9,-6,1,-165,-25,-200,-26
-17,-9,-7,1,-165,-26,-201,-27
-17,-9,-6,1,-166,-26,-201,-27
-18,-8,-5,2,-166,-26,-200,-27
-18,-7,-5,2,-166,-26,-200,-27
-17,-8,-6,1,-166,-26,-200,-27
-17,-8,-6,1,-165,-26,-200,-26
-17,-9,-6,1,-165,-26,-200,-26
-16,-9,-7,1,-165,-26,-200,-26
-16,-10,-7,1,-164,-26,-200,-26
-17,-9,-6,1,-164,-26,-199,-26
-17,-8,-6,1,-165,-26,-200,-27
-17,-8,-6,1,-165,-26,-200,-27
-18,-8,-5,2,-164,-25,-199,-26
-19,-7,-5,1,-166,-25,-199,-27
-18,-8,-6,1,-165,-26,-199,-27
-17,-9,-6,1,-164,-25,-199,-26
-17,-8,-6,1,-163,-26,-198,-27
-18,-7,-5,2,-163,-25,-198,-27
-18,-7,-5,2,-164,-25,-198,-27
-17,-8,-6,1,-163,-25,-198,-27
-16,-8,-6,2,-162,-25,-197,-26
-16,-8,-6,1,-163,-25,-197,-26
-16,-9,-7,1,-163,-26,-198,-26
-15,-10,-7,1,-162,-26,-197,-26
-16,-9,-6,1,-162,-25,-197,-26
-17,-8,-6,1,-163,-26,-198,-27
-17,-8,-6,1,-163,-26,-198,-27
-20,-8,-2,2,-165,-28,-199,-29
-26,-10,5,4,-170,-37,-207,-35
-30,-14,12,5,-173,-44,-213,-40
-35,-16,19,7,-176,-51,-218,-44
-38,-14,23,8,-178,-54,-221,-46
-36,-7,15,5,-176,-48,-216,-43
-28,0,3,1,-170,-36,-206,-35
-17,16,-18,-3,-160,-13,-187,-21
0,42,-55,-14,-145,22,-158,0
24,66,-96,-25,-126,63,-125,26
48,89,-137,-35,-105,105,-89,54
74,111,-180,-47,-86,146,-55,81
100,132,-223,-58,-65,188,-20,109
127,153,-265,-69,-44,230,14,137
152,172,-306,-79,-24,270,48,164
179,185,-345,-89,-5,306,79,189
205,187,-376,-95,14,337,106,212
225,187,-400,-100,29,362,127,231
239,190,-420,-104,39,381,143,244
248,193,-432,-107,46,393,154,253
253,187,-434,-106,50,396,158,256
254,176,-430,-104,49,392,155,255
251,166,-421,-101,46,382,147,249
242,157,-405,-97,39,367,135,239
230,146,-385,-91,30,347,119,227
217,131,-361,-85,19,322,98,211
199,111,-328,-77,5,290,72,190
175,91,-289,-66,-12,253,41,166
150,70,-248,-56,-33,211,7,138
123,44,-203,-44,-53,167,-28,109
97,16,-156,-31,-73,123,-64,81
70,-3,-114,-20,-95,82,-99,53
46,-22,-74,-10,-115,42,-133,26
20,-41,-34,0,-134,1,-166,0
-7,-58,-7,2,-156,-40,-202,-28
-35,-82,-2,1,-178,-86,-240,-59
-59,-93,-2,1,-196,-121,-270,-83
-75,-78,-1,2,-206,-130,-278,-92
-77,-62,-2,2,-206,-124,-274,-91
-65,-52,-2,2,-197,-106,-259,-79
-52,-37,-1,3,-186,-81,-238,-62
-39,-26,-1,3,-176,-59,-220,-48
-27,-18,-2,2,-167,-42,-206,-37
-20,-11,-1,2,-160,-29,-196,-29
-18,-10,-1,2,-160,-28,-194,-27
-17,-11,-2,2,-160,-28,-195,-28
-17,-11,-2,2,-159,-28,-194,-27
-18,-10,-2,3,-159,-28,-194,-27
-18,-10,-1,2,-160,-29,-194,-28
-19,-10,-2,1,-160,-29,-195,-29
-19,-9,-1,2,-159,-28,-194,-28
-20,-8,-1,3,-160,-28,-194,-28
-19,-9,-2,2,-160,-29,-194,-28
-18,-10,-1,3,-159,-28,-193,-27
-18,-10,-1,3,-159,-28,-193,-27
-18,-10,-2,2,-158,-28,-193,-27
-17,-11,-3,1,-158,-28,-193,-28
-18,-10,-2,2,-158,-28,-193,-27
-18,-10,-2,2,-159,-29,-193,-28
-18,-10,-2,2,-159,-29,-193,-29
-19,-9,-1,2,-158,-28,-193,-28
-20,-8,-1,2,-159,-28,-193,-28
-19,-9,-2,2,-159,-28,-193,-28
-18,-10,-1,3,-158,-28,-192,-27
-18,-10,-1,3,-158,-28,-192,-27
-17,-11,-2,2,-158,-28,-192,-28
-17,-11,-3,2,-157,-29,-192,-27
-18,-10,-2,3,-157,-28,-191,-27
-18,-10,-2,2,-157,-28,-192,-28
-18,-10,-2,1,-158,-29,-192,-28
-19,-9,-1,2,-157,-28,-192,-28
-20,-8,-1,3,-158,-28,-192,-28
-19,-9,-2,2,-158,-28,-192,-28
-19,-10,-2,2,-157,-28,-191,-27
-18,-10,-2,3,-157,-28,-191,-27
-18,-10,-2,2,-157,-28,-191,-27
-17,-11,-3,2,-156,-28,-191,-27
-17,-10,-2,2,-156,-28,-191,-27
-18,-10,-2,2,-157,-28,-191,-28
-18,-10,-2,2,-157,-28,-191,-28
-18,-10,-1,3,-156,-27,-190,-28
-19,-8,-1,3,-157,-27,-190,-28
-19,-9,-2,2,-157,-28,-191,-28
-17,-9,0,2,-155,-26,-189,-26
-15,-8,1,3,-154,-24,-186,-24
-15,-8,1,3,-154,-23,-186,-24
-13,-8,2,3,-152,-23,-185,-23
-12,-6,5,4,-151,-19,-182,-21
-11,-7,6,4,-151,-19,-182,-21
-10,-8,7,4,-150,-18,-181,-20
-11,-8,8,4,-149,-17,-180,-20
-11,-7,9,5,-149,-16,-180,-20
-9,-8,10,5,-148,-16,-178,-19
-7,-7,12,5,-146,-13,-176,-17
-7,-7,12,5,-147,-13,-175,-16
-6,-7,12,5,-146,-13,-176,-16
-4,-10,12,4,-144,-12,-175,-15
-3,-10,14,5,-144,-11,-173,-14
-4,-7,16,6,-144,-10,-173,-14
-4,-5,17,6,-144,-9,-172,-14
-3,-6,18,7,-143,-7,-171,-13
-3,-7,20,7,-143,-6,-170,-12
-2,-7,19,6,-142,-6,-170,-12
0,-6,21,7,-140,-3,-167,-10
3,-4,26,8,-137,0,-163,-6
6,-3,30,9,-135,4,-159,-4
9,-3,33,9,-133,7,-157,-1
10,-1,36,11,-132,10,-154,0
11,0,39,11,-131,12,-152,1
13,2,43,12,-129,16,-149,3
16,4,49,14,-126,21,-145,6
18,7,53,15,-125,25,-141,10
21,8,56,16,-123,29,-138,12
25,6,59,16,-120,33,-135,15
28,6,63,18,-117,37,-131,18
31,8,67,18,-115,41,-127,21
35,10,71,18,-112,44,-124,23
37,12,76,20,-109,50,-119,27
39,14,81,22,-108,53,-116,29
42,13,83,22,-106,56,-114,31
44,14,87,23,-104,59,-111,34
44,15,89,24,-104,62,-109,35
47,15,91,24,-103,64,-107,36
49,15,92,23,-101,65,-106,38
50,13,93,24,-100,66,-105,39
51,12,92,23,-100,66,-104,39
53,11,93,23,-99,66,-104,40
54,13,97,24,-97,69,-101,42
53,14,97,25,-97,70,-101,41
53,14,97,25,-97,70,-101,41
52,14,97,25,-97,69,-101,41
49,14,94,24,-99,67,-103,39
49,12,92,23,-100,65,-105,38
50,9,90,23,-100,63,-106,37
48,9,88,22,-101,61,-107,36
47,7,85,22,-102,59,-109,34
46,6,82,20,-103,56,-112,33
44,5,81,20,-104,54,-113,32
42,5,79,20,-105,51,-115,29
40,2,75,18,-107,48,-118,27
37,2,72,18,-109,45,-121,25
33,3,70,18,-111,43,-123,22
33,0,65,16,-113,39,-126,20
32,-3,62,15,-113,36,-128,19
29,-5,57,14,-114,31,-131,16
28,-9,53,12,-116,28,-134,14
27,-13,48,11,-117,23,-137,11
23,-14,45,11,-119,20,-140,9
20,-12,43,10,-122,16,-143,6
17,-10,40,10,-124,14,-146,4
14,-9,38,10,-125,12,-148,2
11,-10,36,10,-127,10,-149,1
11,-11,33,9,-129,7,-151,0
10,-12,31,8,-128,5,-152,-1
9,-10,30,8,-129,4,-153,-2
7,-11,26,7,-131,1,-156,-4
6,-13,23,6,-132,0,-158,-6
4,-11,23,7,-132,-1,-159,-7
2,-12,21,6,-134,-4,-161,-8
0,-11,19,6,-135,-6,-163,-10
0,-10,18,6,-136,-6,-163,-11
-3,-8,17,6,-138,-8,-164,-12
-4,-10,14,5,-139,-10,-167,-14
-5,-10,12,5,-139,-12,-167,-14
-5,-11,12,5,-139,-12,-168,-15
-5,-13,9,4,-140,-15,-170,-16
-5,-13,7,3,-141,-17,-171,-18
-8,-11,7,4,-141,-17,-171,-18
-11,-10,5,3,-143,-19,-173,-20
-13,-10,2,2,-145,-22,-176,-23
-15,-9,1,2,-145,-23,-176,-23
-18,-7,1,3,-147,-24,-177,-25
-17,-7,0,2,-148,-25,-179,-26
-16,-8,0,2,-147,-24,-178,-25
-17,-8,-1,3,-147,-25,-179,-25
-18,-10,-4,2,-148,-28,-181,-27
-17,-11,-5,0,-148,-29,-182,-27
-18,-10,-4,1,-148,-29,-181,-27
-19,-10,-4,1,-149,-29,-181,-28
-19,-9,-4,1,-149,-29,-181,-28
-20,-9,-3,2,-148,-28,-181,-28
-21,-8,-3,2,-148,-28,-180,-28
-20,-9,-4,1,-149,-28,-181,-28
-19,-9,-4,1,-148,-28,-180,-28
-19,-9,-4,1,-148,-28,-180,-27
-19,-10,-4,1,-148,-28,-180,-27
-17,-11,-5,0,-148,-29,-180,-27
-18,-10,-4,2,-147,-28,-180,-27
-19,-10,-4,1,-148,-28,-180,-27
-19,-9,-4,1,-148,-29,-180,-28
-19,-9,-4,1,-147,-28,-180,-28
-20,-8,-3,2,-148,-28,-179,-27
-20,-9,-3,2,-148,-28,-180,-28
-19,-10,-4,1,-147,-29,-179,-28
-19,-9,-4,1,-147,-28,-179,-27
-18,-10,-4,1,-147,-28,-179,-27
-17,-11,-5,1,-146,-29,-179,-27
-18,-10,-4,1,-146,-28,-178,-27
-19,-9,-4,1,-147,-28,-179,-27
-19,-9,-4,1,-148,-29,-180,-28
-19,-9,-4,1,-147,-28,-179,-27
-20,-8,-3,2,-147,-28,-178,-27
-19,-9,-4,2,-147,-28,-178,-28
-19,-9,-4,1,-147,-28,-178,-27
-19,-9,-4,1,-146,-28,-178,-27
-18,-9,-4,1,-145,-28,-177,-27
-17,-11,-5,1,-145,-29,-178,-27
-18,-10,-4,1,-145,-28,-177,-26
-19,-9,-4,1,-145,-28,-177,-27
-18,-9,-4,1,-146,-28,-177,-27
-19,-9,-4,1,-145,-28,-177,-27
-20,-8,-3,2,-146,-28,-177,-27
-19,-9,-4,1,-146,-28,-177,-28
-18,-9,-4,1,-145,-28,-177,-27
-18,-9,-3,2,-145,-28,-176,-26
-18,-10,-4,1,-145,-28,-176,-27
-17,-10,-5,0,-144,-29,-177,-27
-18,-10,-4,1,-144,-28,-176,-26
-18,-9,-4,1,-145,-28,-176,-27
-18,-10,-4,1,-145,-28,-177,-28
-18,-9,-4,1,-145,-28,-176,-27
-20,-8,-3,2,-145,-27,-176,-27
-19,-9,-4,1,-145,-28,-176,-28
-18,-9,-4,1,-144,-28,-176,-27
-18,-9,-3,1,-144,-28,-176,-26
-18,-10,-4,1,-144,-28,-175,-26
-17,-11,-5,0,-144,-29,-176,-27
-17,-10,-4,1,-143,-28,-175,-26
-18,-9,-4,1,-143,-28,-175,-27
-18,-9,-4,1,-144,-28,-176,-27
-19,-9,-4,1,-143,-28,-175,-27
-20,-8,-3,2,-144,-27,-175,-27
-19,-8,-4,1,-145,-28,-175,-27
-19,-9,-4,1,-144,-28,-175,-27
-18,-9,-4,1,-143,-27,-174,-26
-18,-9,-4,1,-143,-27,-174,-26
-17,-10,-5,0,-143,-28,-175,-27
-17,-10,-4,1,-142,-28,-174,-26
-18,-9,-4,1,-143,-28,-174,-27
-19,-9,-4,1,-143,-28,-175,-27
-19,-9,-4,1,-143,-28,-175,-27
-20,-8,-3,2,-143,-27,-174,-27
-19,-8,-3,1,-144,-28,-174,-27
-18,-9,-4,2,-142,-27,-174,-26
-18,-9,-4,2,-142,-27,-173,-26
-18,-9,-4,1,-142,-27,-174,-26
-17,-11,-5,0,-142,-28,-174,-27
-17,-10,-4,1,-141,-27,-173,-26
-18,-9,-4,1,-142,-28,-173,-26
-18,-9,-4,1,-143,-28,-174,-27
-18,-9,-4,1,-142,-27,-173,-26
-20,-8,-3,2,-142,-27,-173,-26
-19,-8,-3,1,-142,-27,-173,-27
-18,-9,-3,1,-141,-27,-172,-26
-18,-9,-3,1,-141,-27,-172,-25
-18,-9,-4,1,-141,-27,-172,-26
-17,-11,-5,0,-141,-28,-173,-27
-17,-10,-4,1,-140,-27,-172,-26
-18,-9,-4,1,-141,-27,-172,-26
-18,-9,-4,1,-141,-28,-173,-27
-18,-9,-4,1,-141,-27,-172,-27
-20,-8,-3,2,-142,-27,-172,-26
-19,-8,-4,1,-142,-27,-172,-26
-18,-9,-4,1,-141,-27,-171,-26
-18,-9,-4,1,-140,-27,-171,-25
-18,-9,-4,1,-140,-27,-171,-26
-17,-10,-5,1,-140,-28,-172,-26
-17,-10,-4,1,-139,-27,-171,-25
-18,-9,-4,1,-140,-27,-171,-26
-18,-9,-4,1,-140,-27,-171,-26
-18,-9,-3,1,-140,-27,-171,-27
-20,-8,-3,2,-140,-27,-170,-26
-19,-8,-3,1,-141,-27,-171,-26
-18,-9,-4,1,-140,-27,-171,-26
-18,-9,-4,1,-140,-27,-170,-25
-18,-9,-4,1,-140,-27,-170,-26
-17,-10,-5,1,-139,-28,-171,-26
-17,-10,-4,1,-139,-27,-170,-25
-17,-9,-4,1,-139,-27,-170,-25
-18,-9,-4,1,-139,-27,-170,-26
-18,-9,-4,1,-139,-27,-170,-26
-19,-8,-3,2,-139,-27,-169,-26
-19,-8,-3,1,-140,-27,-170,-26
-18,-9,-4,1,-139,-27,-169,-26
-17,-9,-3,1,-139,-27,-169,-25
-18,-9,-4,1,-139,-27,-169,-25
-16,-10,-5,0,-139,-28,-170,-26
-17,-9,-4,1,-138,-27,-169,-25
-18,-9,-3,1,-138,-26,-168,-25
-18,-9,-4,1,-139,-27,-169,-26
-18,-9,-4,1,-138,-27,-169,-26
-19,-8,-3,2,-139,-27,-168,-26
-19,-8,-3,1,-139,-27,-169,-26
-18,-9,-3,1,-138,-27,-168,-26
-18,-9,-3,1,-138,-27,-168,-25
-17,-9,-4,2,-138,-26,-168,-25
-16,-10,-5,0,-137,-27,-169,-26
-17,-10,-4,1,-137,-26,-168,-25
-18,-9,-4,1,-137,-26,-168,-25
-18,-9,-4,1,-138,-27,-168,-26
-18,-9,-4,1,-138,-27,-168,-25
-19,-8,-2,2,-138,-26,-167,-25
-19,-8,-3,1,-138,-26,-168,-26
-18,-9,-4,1,-137,-26,-167,-26
-17,-9,-3,2,-137,-26,-167,-25
-17,-9,-3,2,-137,-26,-167,-25
-16,-10,-4,1,-136,-27,-168,-26
-16,-10,-4,1,-135,-26,-167,-25
-18,-9,-4,2,-136,-27,-167,-25
-18,-9,-4,1,-137,-27,-167,-26
-18,-8,-4,1,-137,-27,-167,-26
-19,-7,-3,2,-137,-26,-167,-25
-18,-8,-3,1,-138,-27,-167,-26
-18,-8,-4,1,-137,-26,-166,-25
-17,-9,-4,1,-136,-26,-166,-25
-17,-9,-4,1,-136,-26,-166,-25
-16,-10,-5,1,-136,-27,-167,-25
-16,-10,-4,1,-135,-26,-166,-25
-17,-9,-3,1,-135,-26,-166,-25
-18,-9,-3,1,-136,-27,-166,-26
-18,-9,-3,1,-136,-27,-166,-26
-19,-8,-2,2,-136,-26,-165,-25
-19,-8,-3,1,-136,-26,-165,-25
-18,-9,-4,1,-136,-26,-165,-25
-17,-8,-3,1,-135,-26,-165,-25
-16,-7,-1,2,-134,-23,-163,-23
-12,-7,1,2,-132,-20,-160,-21
-11,-6,3,3,-130,-18,-157,-19
-10,-5,7,4,-129,-15,-155,-17
-7,-5,10,4,-127,-12,-153,-15
-3,-6,13,5,-124,-8,-149,-12
-2,-5,17,6,-123,-5,-146,-10
0,-5,20,7,-122,-2,-144,-8
2,-7,22,7,-119,0,-142,-6
4,-7,23,7,-118,1,-140,-4
4,-4,24,8,-117,2,-139,-4
5,-4,24,7,-117,2,-139,-3
7,-6,26,8,-115,4,-137,-1
7,-6,27,8,-115,5,-136,-2
6,-5,27,7,-116,4,-137,-3
7,-6,27,7,-116,4,-137,-3
6,-5,28,8,-116,5,-136,-2
5,-5,27,8,-116,4,-137,-2
6,-9,25,7,-115,3,-138,-3
7,-10,25,7,-115,2,-137,-2
7,-11,24,6,-115,2,-137,-3
8,-11,23,6,-116,1,-138,-3
6,-9,22,6,-115,0,-139,-4
4,-7,23,7,-116,0,-139,-5
4,-7,22,6,-117,0,-140,-5
3,-8,22,6,-117,0,-140,-6
0,-8,20,6,-119,-2,-142,-7
0,-8,19,5,-120,-3,-142,-8
0,-9,17,5,-120,-4,-143,-9
0,-11,15,5,-120,-7,-145,-10
-1,-11,13,4,-121,-7,-146,-11
-2,-10,11,3,-122,-9,-147,-13
-3,-11,9,3,-123,-11,-149,-14
-6,-10,8,3,-124,-13,-151,-15
-8,-9,6,3,-126,-15,-152,-17
-9,-8,6,3,-126,-16,-153,-18
-12,-7,5,3,-128,-17,-154,-18
-14,-7,2,3,-130,-20,-157,-21
-15,-7,0,2,-130,-22,-158,-22
-15,-8,-2,2,-131,-23,-159,-23
-17,-8,-4,1,-132,-26,-161,-24
-16,-10,-5,0,-132,-27,-162,-25
-16,-10,-4,1,-131,-26,-161,-24
-17,-9,-4,1,-131,-26,-161,-25
-17,-8,-4,1,-133,-26,-161,-25
-17,-9,-4,1,-132,-26,-161,-25
-18,-8,-3,2,-132,-25,-161,-25
-18,-7,-3,1,-133,-26,-161,-25
-17,-8,-4,1,-132,-26,-161,-25
-17,-8,-4,1,-132,-26,-160,-24
-17,-9,-4,2,-132,-25,-160,-24
-16,-9,-5,1,-132,-26,-160,-25
-16,-10,-5,0,-131,-26,-160,-24
-17,-9,-4,1,-131,-26,-160,-24
-17,-9,-4,1,-132,-26,-160,-25
-18,-8,-4,1,-131,-26,-160,-25
-19,-7,-4,1,-131,-26,-160,-25
-18,-7,-4,1,-132,-26,-160,-25
-17,-8,-4,1,-131,-26,-159,-24
-17,-8,-4,1,-130,-26,-159,-24
-17,-9,-4,1,-130,-25,-159,-24
-16,-10,-5,0,-131,-26,-160,-25
-15,-9,-5,1,-130,-26,-159,-24
-17,-8,-4,1,-130,-26,-159,-24
-17,-9,-5,1,-131,-26,-160,-25
-17,-8,-4,1,-131,-26,-159,-25
-18,-8,-3,2,-130,-25,-159,-25
-18,-7,-3,2,-131,-26,-158,-25
-17,-8,-4,1,-130,-26,-159,-25
-17,-8,-4,1,-130,-25,-158,-24
-16,-8,-4,1,-130,-25,-158,-24
-16,-9,-5,0,-130,-26,-159,-25
-15,-9,-5,0,-129,-26,-158,-24
-17,-9,-4,1,-129,-25,-158,-24
-17,-8,-4,0,-131,-26,-159,-25
-17,-8,-4,1,-130,-26,-159,-25
-21,-8,0,2,-131,-28,-161,-27
-26,-10,7,4,-136,-37,-168,-33
-30,-14,13,5,-140,-44,-173,-38
-35,-16,21,7,-143,-51,-179,-42
-38,-15,25,8,-145,-54,-182,-44
-36,-8,17,5,-143,-49,-178,-42
-29,0,5,2,-137,-37,-168,-34
-18,15,-15,-3,-128,-14,-149,-20
0,41,-52,-14,-112,21,-120,1
23,65,-93,-25,-94,61,-87,27
47,88,-134,-36,-73,103,-52,55
73,110,-177,-47,-54,144,-17,82
100,131,-220,-58,-33,186,17,110
126,152,-262,-69,-12,228,51,138
151,171,-303,-80,7,268,85,165
178,185,-342,-89,27,305,116,190
204,188,-373,-95,46,337,143,213
223,187,-397,-99,61,361,165,232
238,190,-417,-104,72,380,182,245
248,193,-430,-107,79,393,193,254
253,187,-432,-106,83,396,196,258
254,176,-428,-104,82,392,194,257
250,166,-419,-102,79,382,186,251
242,158,-403,-97,72,367,173,242
230,147,-383,-92,63,348,158,229
217,131,-360,-86,52,323,137,213
199,112,-327,-77,38,291,111,192
175,92,-289,-67,20,254,81,168
150,70,-247,-56,0,212,46,140
124,44,-202,-44,-20,169,10,112
98,17,-155,-31,-41,124,-25,83
71,-3,-113,-20,-61,83,-60,56
46,-22,-74,-10,-81,43,-93,29
20,-40,-32,0,-101,3,-127,2
-7,-57,-5,2,-122,-38,-162,-25
-34,-81,-1,1,-145,-85,-200,-56
-59,-92,0,1,-163,-121,-231,-80
-75,-78,0,2,-173,-131,-241,-91
-77,-63,0,2,-174,-125,-237,-89
-66,-52,0,2,-165,-107,-222,-77
-53,-37,0,3,-154,-81,-201,-61
-40,-26,1,3,-144,-60,-183,-48
-27,-19,0,2,-135,-42,-168,-36
-20,-11,0,2,-128,-30,-158,-26
-19,-10,0,2,-128,-28,-156,-25
-18,-10,0,2,-127,-29,-157,-26
-17,-11,-1,2,-127,-29,-157,-26
-19,-10,0,2,-127,-29,-157,-26
-19,-10,0,2,-128,-29,-157,-27
-19,-9,0,2,-128,-29,-157,-27
-20,-9,0,2,-127,-28,-156,-26
-21,-8,1,2,-128,-28,-156,-27
-19,-9,0,2,-128,-29,-156,-27
-19,-10,0,2,-127,-28,-156,-26
-19,-10,0,2,-126,-28,-155,-26
-18,-10,0,2,-127,-29,-156,-26
-17,-11,-1,1,-126,-29,-156,-26
-18,-10,0,2,-126,-28,-155,-25
-19,-10,0,2,-127,-29,-156,-27
-19,-10,0,2,-127,-29,-156,-27
-20,-9,0,2,-127,-28,-155,-26
-20,-9,0,2,-127,-28,-155,-26
-19,-9,0,2,-127,-28,-155,-27
-19,-10,0,2,-126,-28,-155,-26
-19,-9,0,2,-126,-28,-154,-25
-18,-10,0,1,-126,-29,-155,-26
-17,-11,-1,2,-125,-29,-154,-25
-18,-10,0,2,-125,-28,-154,-25
